title,firstname,middlename,lastname,fullname,name_suffix,nickname,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,oc_email
Rep,Paul,C.,Broun,Paul Broun,Jr.,,R,GA,10,1,M,202-225-4101,202-226-0776,http://broun.house.gov,https://broun.house.gov/forms/writeyourrep/,2437 Rayburn House Office Building,B001262,70001,H8GA10049,412252,N00028986,RepPaulBrounMD,http://www.opencongress.org/wiki/Paul_Broun,http://youtube.com/RepPaulBroun,1.24E+14,,,5/14/46,Rep.Broun@opencongress.org
Rep,John,A.,Boccieri,John Boccieri,,,D,OH,16,0,M,,,http://boccieri.house.gov,,,B001263,45694,H8OH16058,412266,N00029161,,http://www.opencongress.org/wiki/John_Boccieri,,,,,10/5/69,
Rep,Bobby,,Bright,Bobby Bright,,,D,AL,2,0,M,,,http://www.bright.house.gov,,,B001264,104839,H8AL02130,412267,N00029838,,http://www.opencongress.org/wiki/Bobby_Bright,,,,,7/21/52,
Sen,Mark,,Begich,Mark Begich,,,D,AK,Junior Seat,1,M,202-224-3004,202-224-2354,http://www.begich.senate.gov,http://www.begich.senate.gov/public/index.cfm?p=EmailSenator,111 Russell Senate Office Building,B001265,79426,S8AK00090,412326,N00029901,SenatorBegich,http://www.opencongress.org/wiki/Mark_Begich,http://youtube.com/USSenatorMarkBegich,1.21E+14,,II,3/30/62,Sen.Begich@opencongress.org
Sen,Roland,,Burris,Roland Burris,,,D,IL,Junior Seat,0,M,,,http://burris.senate.gov/,,,B001266,18168,S4IL00057,412328,N00015389,rolandwburris,http://www.opencongress.org/wiki/Roland_Burris,,,,III,8/3/37,
Sen,Michael,F.,Bennet,Michael Bennet,,,D,CO,Junior Seat,1,M,202-224-5852,202-228-5036,http://www.bennet.senate.gov,http://www.bennet.senate.gov/contact/email,458 Russell Senate Office Building,B001267,110942,S0CO00211,412330,N00030608,SenBennetCo,http://www.opencongress.org/wiki/Michael_Bennet,http://youtube.com/SenatorBennet,97172997732,,III,11/28/64,Sen.Bennet@opencongress.org
Sen,Scott,,Brown,Scott Brown,,,R,MA,Junior Seat,0,M,202-224-4543,,http://scottbrown.senate.gov,http://www.scottbrown.senate.gov/public/index.cfm/emailscottbrown,359 Dirksen Senate Office Building,B001268,18919,S0MA00109,412384,N00031174,USSenScottBrown,http://www.opencongress.org/wiki/Scott_Brown,http://youtube.com/ussenatorscottbrown,1.42E+14,,I,9/12/59,
Rep,Lou,,Barletta,Lou Barletta,,,R,PA,11,1,M,202-225-6511,202-225-0764,http://barletta.house.gov,https://barletta.house.gov/contact/email-me,115 Cannon House Office Building,B001269,47143,H2PA11098,412469,N00025495,RepLouBarletta,http://www.opencongress.org/wiki/Lou_Barletta,http://youtube.com/reploubarletta,1.92E+14,,,1/28/56,Rep.Barletta@opencongress.org
Rep,Karen,,Bass,Karen Bass,,,D,CA,37,1,F,202-225-7084,202- 225-2422,http://bass.house.gov,https://bass.house.gov/contact-me/email-me,408 Cannon House Office Building,B001270,28963,H0CA33117,412404,N00031877,RepKarenBass,http://www.opencongress.org/wiki/Karen_Bass,http://youtube.com/RepKarenBass,1.91E+14,,,10/3/53,Rep.Bass@opencongress.org
Rep,Dan,,Benishek,Dan Benishek,,,R,MI,1,1,M,202-225-4735,202- 225-4744,http://benishek.house.gov,https://benishek.house.gov/contact-me/email-me,514 Cannon House Office Building,B001271,123056,H0MI01088,412436,N00031934,CongressmanDan,http://www.opencongress.org/wiki/Dan_Benishek,,1.24E+14,,,4/20/52,Rep.Benishek@opencongress.org
Rep,Rick,,Berg,Rick Berg,,,R,ND,0,0,M,202-225-2611,202-226-0893,http://berg.house.gov/,,323 Cannon House Office Building,B001272,7693,H0ND00135,412458,N00031629,RepRickBerg,http://www.opencongress.org/wiki/Rick_Berg,http://youtube.com/reprickberg,RepRickBerg,,,8/16/59,
Rep,Diane,,Black,Diane Black,,,R,TN,6,1,F,202-225-4231,202- 225-6887,http://black.house.gov,https://black.house.gov/contact-me/email-me,1531 Longworth House Office Building,B001273,25292,H0TN06257,412478,N00031539,RepDianeBlack,http://www.opencongress.org/wiki/Diane_Black,http://youtube.com/RepDianeBlack,1.86E+14,,,1/16/51,Rep.Black@opencongress.org
Rep,Mo,,Brooks,Mo Brooks,,,R,AL,5,1,M,202-225-4801,202-225-4392,http://brooks.house.gov,https://brooks.house.gov/email-me,1230 Longworth House Office Building,B001274,121610,H0AL05163,412395,N00030910,RepMoBrooks,http://www.opencongress.org/wiki/Mo_Brooks,http://youtube.com/RepMoBrooks,1.55E+14,,,4/29/54,Rep.Brooks@opencongress.org
Rep,Larry,,Bucshon,Larry Bucshon,,,R,IN,8,1,M,202-225-4636,202-225-3284,http://bucshon.house.gov,https://bucshon.house.gov/contact-me/email-me,1005 Longworth House Office Building,B001275,120335,H0IN08114,412427,N00031227,RepLarryBucshon,http://www.opencongress.org/wiki/Larry_Bucshon,http://youtube.com/RepLarryBucshon,1.36E+14,,,5/31/62,Rep.Bucshon@opencongress.org
Rep,Ann Marie,,Buerkle,Ann Marie Buerkle,,,R,NY,25,0,F,202-225-3701,202-225-4042,http://buerkle.house.gov/,,1630 Longworth House Office Building,B001276,127047,H0NY25078,412456,N00031640,RepBuerkle,http://www.opencongress.org/wiki/Ann_Marie_Buerkle,http://youtube.com/RepBuerkle,1.13E+14,,,5/8/51,
Sen,Richard,,Blumenthal,Richard Blumenthal,,,D,CT,Senior Seat,1,M,202-224-2823,,http://www.blumenthal.senate.gov,https://www.blumenthal.senate.gov/contact/,724 Hart Senate Office Building,B001277,1568,S0CT00177,412490,N00031685,SenBlumenthal,http://www.opencongress.org/wiki/Richard_Blumenthal,http://youtube.com/SenatorBlumenthal,2.90E+14,,III,2/13/46,Sen.Blumenthal@opencongress.org
Rep,Suzanne,,Bonamici,Suzanne Bonamici,,,D,OR,1,1,F,202-225-0855,202-225-9497,http://bonamici.house.gov,https://bonamici.house.gov/contact-me/email-me,439 Cannon House Office Building,B001278,59641,H2OR01133,412501,N00033474,RepBonamici,http://www.opencongress.org/wiki/Suzanne_Bonamici,http://youtube.com/RepSuzanneBonamici,2.53E+14,,,10/14/54,Rep.Bonamici@opencongress.org
Rep,Ron,,Barber,Ron Barber,,,D,AZ,2,1,M,202-225-2542,202-225-0378,http://barber.house.gov,https://barber.house.gov/contact/email-me,1029 Longworth House Office Building,B001279,137292,H2AZ08094,412502,N00033981,RepRonBarber,http://www.opencongress.org/wiki/Ron_Barber,http://youtube.com/RepRonBarber,2.45E+14,,,8/25/45,Rep.Barber@opencongress.org
Rep,Kerry,L.,Bentivolio,Kerry Bentivolio,,,R,MI,11,1,M,202-225-8171,,http://bentivolio.house.gov,https://bentivolio.house.gov/contact/email-me,226 Cannon House Office Building,B001280,123059,H2MI11133,412547,N00033625,RepKerryB,,http://youtube.com/repkerry,3.17E+14,,,10/6/51,Rep.Bentivolio@opencongress.org
Rep,Joyce,,Beatty,Joyce Beatty,,,D,OH,3,1,F,202-225-4324,,http://beatty.house.gov,https://beattyforms.house.gov/forms/writeyourrep/,417 Cannon House Office Building,B001281,2427,H2OH03125,412565,N00033904,RepBeatty,,,RepJoyceBeatty,,,3/12/50,Rep.Beatty@opencongress.org
Rep,Garland,,Barr,Garland Barr,,Andy,R,KY,6,1,M,202-225-4706,,http://barr.house.gov,https://barr.house.gov/contact/email-me,1432 Longworth House Office Building,B001282,117290,H0KY06104,412541,N00031233,RepAndyBarr,,http://youtube.com/RepAndyBarr,4.57E+14,,,7/24/73,Rep.Barr@opencongress.org
Rep,Jim,,Bridenstine,Jim Bridenstine,,,R,OK,1,1,M,202-225-2211,918-935-2716,http://bridenstine.house.gov,https://bridenstineforms.house.gov/forms/writeyourrep/,216 Cannon House Office Building,B001283,135894,H2OK01143,412567,N00033532,RepJBridenstine,,http://youtube.com/RepJimBridenstine,4.60E+14,,,6/15/75,Rep.Bridenstine@opencongress.org
Rep,Susan,W.,Brooks,Susan Brooks,,,R,IN,5,1,F,202-225-2276,,http://susanwbrooks.house.gov,https://susanwbrooks.house.gov/contact/email-me,1505 Longworth House Office Building,B001284,135988,H2IN05082,412539,N00033495,SusanWBrooks,,http://youtube.com/SusanWBrooks,5.18E+14,,,8/25/60,Rep.Susanwbrooks@opencongress.org
Rep,Julia,,Brownley,Julia Brownley,,,D,CA,26,1,F,202-225-5811,202-225-1100,http://juliabrownley.house.gov,https://juliabrownley.house.gov/contact/email-me,1019 Longworth House Office Building,B001285,59904,H2CA00120,412516,N00034254,JuliaBrownley26,,http://youtube.com/RepJuliaBrownley,3.31E+14,,,8/28/52,Rep.Juliabrownley@opencongress.org
Rep,Cheri,,Bustos,Cheri Bustos,,,D,IL,17,1,F,202-225-5905,309-786-3720,http://bustos.house.gov,http://bustos.house.gov/contact,1009 Longworth House Office Building,B001286,134964,H2IL17071,412537,N00033390,RepCheri,,http://youtube.com/RepCheri,5.82E+14,,,10/17/61,Rep.Bustos@opencongress.org
Rep,Ami,,Bera,Ami Bera,,,D,CA,7,1,M,202-225-5716,202-226-1298,http://bera.house.gov,https://beraforms.house.gov/forms/writeyourrep/,1408 Longworth House Office Building,B001287,120030,H0CA03078,412512,N00030717,RepBera,,http://youtube.com/repamibera,5.29E+14,,,3/2/65,Rep.Bera@opencongress.org
Sen,Cory,Anthony,Booker,Cory Booker,,,D,NJ,Junior Seat,1,M,202-224-3224,,http://www.booker.senate.gov,http://www.booker.senate.gov/?p=contact,141 Hart Senate Office Building,B001288,76151,S4NJ00185,412598,N00035267,SenBookerOfc,,http://youtube.com/SenCoryBooker,,,II,4/27/69,Sen.Booker@opencongress.org
Rep,Bradley,,Byrne,Bradley Byrne,,,R,AL,1,1,M,202-225-4931,,http://byrne.house.gov,https://byrne.house.gov/contact/email-me,2236 Rayburn House Office Building,B001289,27584,H4AL01123,412601,N00035380,RepByrne,,,1.37E+15,,,2/16/55,Rep.Byrne@opencongress.org
Rep,David,Alan,Brat,David Brat,,Dave,R,VA,7,1,M,202-225-2815,,http://brat.house.gov/,http://brat.house.gov/contact,303 Cannon House Office Building,B001290,,H4VA07143,412605,N00036013,,,,,,,7/27/64,Rep.Brat@opencongress.org
Rep,Ken,S.,Calvert,Ken Calvert,,,R,CA,42,1,M,202-225-1986,202-225-2004,http://calvert.house.gov,https://calvert.house.gov/contactform/,2269 Rayburn House Office Building,C000059,26777,H2CA37023,400057,N00007099,KenCalvert,http://www.opencongress.org/wiki/Ken_Calvert,http://youtube.com/RepKenCalvert,70063393423,,,6/8/53,Rep.Calvert@opencongress.org
Rep,Dave,Lee,Camp,Dave Camp,,,R,MI,4,1,M,202-225-3561,202-225-9679,http://camp.house.gov,http://camp.house.gov/contact/,341 Cannon House Office Building,C000071,26911,H0MI10071,400058,N00008086,RepDaveCamp,http://www.opencongress.org/wiki/David_Lee_Camp,http://youtube.com/DaveCampYT,6775033524,,,7/9/53,Rep.Camp@opencongress.org
Rep,Christopher,B.,Cannon,Christopher Cannon,,Chris,R,UT,3,0,M,,,http://chriscannon.house.gov,,,C000116,393,H6UT03042,400059,N00006349,,http://www.opencongress.org/wiki/Chris_Cannon,,,,,10/20/50,
Sen,Maria,,Cantwell,Maria Cantwell,,,D,WA,Junior Seat,1,F,202-224-3441,202-228-0514,http://www.cantwell.senate.gov,http://www.cantwell.senate.gov/public/index.cfm/email-maria,311 Hart Senate Office Building,C000127,27122,S8WA00194,300018,N00007836,CantwellPress,http://www.opencongress.org/wiki/Maria_Cantwell,http://youtube.com/SenatorCantwell,,,I,10/13/58,Sen.Cantwell@opencongress.org
Sen,Benjamin,L.,Cardin,Benjamin Cardin,,,D,MD,Junior Seat,1,M,202-224-4524,202-224-1651,http://www.cardin.senate.gov,http://www.cardin.senate.gov/contact/,509 Hart Senate Office Building,C000141,26888,H6MD03177,400064,N00001955,SenatorCardin,http://www.opencongress.org/wiki/Benjamin_Cardin,http://youtube.com/senatorcardin,1.20E+14,,I,10/5/43,Sen.Cardin@opencongress.org
Sen,Thomas,Richard,Carper,Thomas Carper,,,D,DE,Senior Seat,1,M,202-224-2441,202-228-2190,http://www.carper.senate.gov,http://www.carper.senate.gov/public/index.cfm/email-senator-carper,513 Hart Senate Office Building,C000174,22421,S8DE00079,300019,N00012508,SenatorCarper,http://www.opencongress.org/wiki/Thomas_Carper,http://youtube.com/senatorcarper,1.25E+14,,I,1/23/47,Sen.Carper@opencongress.org
Rep,Julia,M.,Carson,Julia Carson,,,D,IN,7,0,F,,,http://juliacarson.house.gov,,,C000191,359,H6IN10141,400067,N00003758,,http://www.opencongress.org/wiki/Julia_Carson,,,,,7/8/38,
Rep,Michael,N.,Castle,Michael Castle,,,R,DE,0,0,M,,,http://www.house.gov/castle,,,C000243,26792,H2DE00072,400070,N00009775,repmikecastle,http://www.opencongress.org/wiki/Michael_Castle,http://youtube.com/mncastle,,,,7/2/39,
Rep,Steve,J.,Chabot,Steve Chabot,,,R,OH,1,1,M,202-225-2216,202-225-3012,http://chabot.house.gov,https://chabot.house.gov/forms/writeyourrep/?zip5=45202&zip4=3003,2371 Rayburn House Office Building,C000266,21790,H8OH01043,400071,N00003689,RepSteveChabot,http://www.opencongress.org/wiki/Steven_Chabot,http://youtube.com/congressmanchabot,2.05E+14,,,1/22/53,Rep.Chabot@opencongress.org
Sen,Saxby,,Chambliss,Saxby Chambliss,,,R,GA,Senior Seat,1,M,202-224-3521,202-224-0103,http://www.chambliss.senate.gov,http://www.chambliss.senate.gov/public/index.cfm?p=Email,416 Russell Senate Office Building,C000286,22029,S2GA00118,300021,N00002685,SaxbyChambliss,http://www.opencongress.org/wiki/C._Saxby_Chambliss,http://youtube.com/SenatorChambliss,SaxbyChambliss,,II,11/10/43,Sen.Chambliss@opencongress.org
Del,Donna,M.,Christensen,Donna Christensen,,,D,VI,0,1,F,202-225-1790,202-225-5517,http://donnachristensen.house.gov,https://donnachristensen.house.gov/contact-me/email-me,1510 Longworth House Office Building,C000380,1032,H4VI00054,400073,N00000133,DelegateDonna,http://www.opencongress.org/wiki/Donna_Christensen,http://youtube.com/delegatedonna,1.38E+11,,,9/19/45,Rep.Donnachristensen@opencongress.org
Rep,James,E.,Clyburn,James Clyburn,,Jim,D,SC,6,1,M,202-225-3315,202-225-2313,http://clyburn.house.gov,https://clyburn.house.gov/contact-me/email-me,242 Cannon House Office Building,C000537,27066,H2SC02042,400075,N00002408,Clyburn,http://www.opencongress.org/wiki/James_Clyburn,http://youtube.com/repjamesclyburn,1.28E+14,,,7/21/40,Rep.Clyburn@opencongress.org
Sen,Daniel,Ray,Coats,Daniel Coats,,,R,IN,Senior Seat,1,M,202-224-5623,,http://www.coats.senate.gov,http://www.coats.senate.gov/contact/,493 Russell Senate Office Building,C000542,53291,S0IN00053,402675,N00003845,SenDanCoats,http://www.opencongress.org/wiki/Daniel_Coats,http://youtube.com/SenatorCoats,1.81E+14,,III,5/16/43,Sen.Coats@opencongress.org
Rep,Howard,,Coble,Howard Coble,,,R,NC,6,1,M,202-225-3065,202-225-8611,http://coble.house.gov,http://coble.house.gov/contact/zipcheck.htm,2188 Rayburn House Office Building,C000556,27001,H4NC06011,400076,N00002247,HowardCoble,http://www.opencongress.org/wiki/John_Coble,,2.09E+14,,,3/18/31,Rep.Coble@opencongress.org
Sen,Thomas,A.,Coburn,Thomas Coburn,,,R,OK,Junior Seat,1,M,202-224-5754,202-224-6008,http://www.coburn.senate.gov,http://www.coburn.senate.gov/public/?p=ContactForm#form_904650a1-34fd-4705-aec9-87815cbf9cb4,172 Russell Senate Office Building,C000560,22085,S4OK00174,400576,N00005601,TomCoburn,http://www.opencongress.org/wiki/Tom_Coburn,http://youtube.com/SenatorCoburn,,,III,3/14/48,Sen.Coburn@opencongress.org
Sen,Thad,,Cochran,Thad Cochran,,,R,MS,Senior Seat,1,M,202-224-5054,202-224-9450,http://www.cochran.senate.gov,http://www.cochran.senate.gov/public/index.cfm/email-me,113 Dirksen Senate Office Building,C000567,53312,S8MS00055,300023,N00003328,SenThadCochran,http://www.opencongress.org/wiki/Thad_Cochran,http://youtube.com/sencochran,,,II,12/7/37,Sen.Cochran@opencongress.org
Sen,Kent,Kent,Conrad,Kent Conrad,,,D,ND,Senior Seat,0,M,202-224-2043,202-224-7776,http://conrad.senate.gov,http://www.conrad.senate.gov/contact/webform.cfm,530 Hart Senate Office Building,C000705,53331,S6ND00058,300026,N00004613,,http://www.opencongress.org/wiki/Kent_Conrad,http://youtube.com/SenatorConrad,kentconrad,,I,3/12/48,
Rep,John,,Conyers,John Conyers,Jr.,,D,MI,13,1,M,202-225-5126,202-225-0072,http://conyers.house.gov,https://conyers.house.gov/index.cfm/online-contact-form,2426 Rayburn House Office Building,C000714,26904,H6MI01028,400080,N00004029,RepJohnConyers,http://www.opencongress.org/wiki/John_Conyers,http://youtube.com/JCMI14,2.07E+11,,,5/16/29,Rep.Conyers@opencongress.org
Rep,Jim,,Cooper,Jim Cooper,,,D,TN,5,1,M,202-225-4311,202-226-1035,http://cooper.house.gov,https://cooper.house.gov/contact/email-me,1536 Longworth House Office Building,C000754,48891,H2TN05131,400081,N00003132,RepJimCooper,http://www.opencongress.org/wiki/Jim_Cooper,http://youtube.com/RepJimCooper,JimCooper,,,6/19/54,Rep.Cooper@opencongress.org
Rep,Jerry,F.,Costello,Jerry Costello,,,D,IL,12,0,M,202-225-5661,202-225-0285,http://www.house.gov/costello,http://costello.house.gov/IMA/issue_subscribe.shtml,2408 Rayburn House Office Building,C000794,26849,H8IL21021,400082,N00004956,jerrycostello,http://www.opencongress.org/wiki/Jerry_Costello,http://youtube.com/repjerrycostello,1.16E+14,,,9/25/49,
Sen,Larry,E.,Craig,Larry Craig,,,R,ID,Senior Seat,0,M,,,http://craig.senate.gov,,,C000858,53288,S0ID00057,300029,N00002091,,http://www.opencongress.org/wiki/Larry_Craig,,,,II,7/20/45,
Rep,Robert,E.,Cramer,Robert Cramer,Jr.,Bud,D,AL,5,0,M,,,http://cramer.house.gov,,,C000868,26714,H0AL05049,400084,N00003042,,http://www.opencongress.org/wiki/Robert_Cramer,,,,,8/22/47,
Sen,Michael,D.,Crapo,Michael Crapo,,,R,ID,Senior Seat,1,M,202-224-6142,202-228-1375,http://www.crapo.senate.gov,http://www.crapo.senate.gov/contact/email.cfm,239 Dirksen Senate Office Building,C000880,26830,S8ID00027,300030,N00006267,MikeCrapo,http://www.opencongress.org/wiki/Michael_Crapo,http://youtube.com/senatorcrapo,80335332266,,III,5/20/51,Sen.Crapo@opencongress.org
Rep,Barbara,L.,Cubin,Barbara Cubin,,,R,WY,0,0,F,,,http://www.house.gov/cubin,,,C000962,22044,H4WY00055,400088,N00006242,,http://www.opencongress.org/wiki/Barbara_Cubin,,,,,11/30/46,
Rep,Elijah,E.,Cummings,Elijah Cummings,,,D,MD,7,1,M,202-225-4741,202-225-3178,http://cummings.house.gov,https://cummings.house.gov/contact-me/email-me,2235 Rayburn House Office Building,C000984,345,H6MD07160,400090,N00001971,RepCummings,http://www.opencongress.org/wiki/Elijah_Cummings,http://youtube.com/ElijahECummings,2.91E+11,,,1/18/51,Rep.Cummings@opencongress.org
Sen,Susan,M.,Collins,Susan Collins,,,R,ME,Senior Seat,1,F,202-224-2523,202-224-2693,http://www.collins.senate.gov,http://www.collins.senate.gov/public/index.cfm/email,413 Dirksen Senate Office Building,C001035,379,S6ME00159,300025,N00000491,SenatorCollins,http://www.opencongress.org/wiki/Susan_Collins,http://youtube.com/SenatorSusanCollins,7593313361,,II,12/7/52,Sen.Collins@opencongress.org
Rep,Lois,,Capps,Lois Capps,,,D,CA,24,1,F,202-225-3601,202-225-5632,http://capps.house.gov,https://capps.house.gov/contact-me/email-me,2231 Rayburn House Office Building,C001036,16886,H8CA22089,400062,N00007232,RepLoisCapps,http://www.opencongress.org/wiki/Lois_Capps,http://youtube.com/reploiscapps,1.69E+11,,,1/10/38,Rep.Capps@opencongress.org
Rep,Michael,E.,Capuano,Michael Capuano,,,D,MA,7,1,M,202-225-5111,202-225-9322,http://www.house.gov/capuano,http://www.house.gov/capuano/contact/email.shtml,1414 Longworth House Office Building,C001037,18883,H8MA08071,400063,N00000267,,http://www.opencongress.org/wiki/Michael_Capuano,http://youtube.com/RepMikeCapuano,1.51E+14,,,1/9/52,Rep.Www@opencongress.org
Rep,Joseph,,Crowley,Joseph Crowley,,,D,NY,14,1,M,202-225-3965,202-225-1909,http://crowley.house.gov,https://crowley.house.gov/contact-me/email-me,1436 Longworth House Office Building,C001038,4295,H8NY07046,400087,N00001127,RepJoeCrowley,http://www.opencongress.org/wiki/Joseph_Crowley,http://youtube.com/RepJoeCrowley,1.76E+14,,,3/16/62,Rep.Crowley@opencongress.org
Sen,Hillary,Rodham,Clinton,Hillary Clinton,,,D,NY,Junior Seat,0,F,,,http://clinton.senate.gov,,,C001041,55463,S0NY00188,300022,N00000019,hillaryclinton,http://www.opencongress.org/wiki/Hillary_Clinton,,,,I,10/26/47,
Rep,Ander,,Crenshaw,Ander Crenshaw,,,R,FL,4,1,M,202-225-2501,202-225-2504,http://crenshaw.house.gov,https://forms.house.gov/write/crenshaw/email-me.shtml,440 Cannon House Office Building,C001045,31130,H0FL04066,400086,N00012739,AnderCrenshaw,http://www.opencongress.org/wiki/Ander_Crenshaw,http://youtube.com/RepAnderCrenshaw,2.00E+11,,,9/1/44,Rep.Crenshaw@opencongress.org
Rep,Eric,I.,Cantor,Eric Cantor,,,R,VA,7,0,M,202-225-2815,202-225-0011,http://cantor.house.gov,http://form-cantor.house.gov/index.php,303 Cannon House Office Building,C001046,5121,H0VA07042,400060,N00013131,GOPLeader,http://www.opencongress.org/wiki/Eric_Cantor,http://youtube.com/EricCantor,,,,6/6/63,
Rep,Shelley,Moore,Capito,Shelley Capito,,,R,WV,2,1,F,202-225-2711,202-225-7856,http://capito.house.gov,https://capitoforms.house.gov/email-shelley/,2366 Rayburn House Office Building,C001047,11701,H0WV02138,400061,N00009771,RepShelley,http://www.opencongress.org/wiki/Shelley_Moore_Capito,http://youtube.com/RepShelleyCapito,8057864757,,,11/26/53,Rep.Capito@opencongress.org
Rep,John,Abney,Culberson,John Culberson,,,R,TX,7,1,M,202-225-2571,202-225-4381,http://culberson.house.gov,https://culbersonforms.house.gov/forms/writeyourrep/default.aspx,2352 Rayburn House Office Building,C001048,5488,H0TX07055,400089,N00009738,CongCulberson,http://www.opencongress.org/wiki/John_Culberson,http://youtube.com/johnculbersontx07,1751723339,,,8/24/56,Rep.Culberson@opencongress.org
Rep,Wm.,Lacy,Clay,Wm. Clay,Jr.,,D,MO,1,1,M,202-225-2406,202-226-3717,http://lacyclay.house.gov,http://lacyclay.house.gov/contact-form/,2418 Rayburn House Office Building,C001049,8967,H0MO01066,400074,N00012460,,http://www.opencongress.org/wiki/William_Lacy_Clay,http://youtube.com/WilliamLacyClay,1.09E+14,,,7/27/56,Rep.Lacyclay@opencongress.org
